0,DLH011_1,2022-05-09 07:43:13+00:00,True,DLH011,-375.0,175.0,53.621349,9.969975,97.0,64.0,411.392656,2022-05-09 07:00:00+00:00,3c6595,2022-05-09 07:43:12.701999872+00:00,2022-05-09 08:34:26+00:00,EDDH,False,1340,50.420595,False,2022-05-09 00:00:00+00:00,2022-05-09 07:43:13+00:00,EDDF
1,DLH01F_2,2022-05-09 04:28:21+00:00,False,DLH01F,1800.0,2175.0,40.499954,-3.574646,110.0,64.0,1416.922554,2022-05-09 04:00:00+00:00,3c6674,2022-05-09 04:28:20.516999936+00:00,2022-05-09 06:45:24+00:00,LEMD,False,1000,0.000000,False,2022-05-09 00:00:00+00:00,2022-05-09 04:28:21+00:00,EDDF
2,DLH033_3,2022-05-09 17:56:36+00:00,False,DLH033,-75.0,275.0,53.626362,9.980191,158.0,2112.0,412.100406,2022-05-09 17:00:00+00:00,3c66ad,2022-05-09 17:56:35.992999936+00:00,2022-05-09 18:46:57+00:00,EDDH,False,1331,230.147885,False,2022-05-09 00:00:00+00:00,2022-05-09 17:56:34+00:00,EDDF
3,DLH04C_4,2022-05-09 15:35:38+00:00,True,DLH04C,1800.0,2125.0,40.504788,-3.559227,92.0,0.0,1415.701795,2022-05-09 15:00:00+00:00,3c66ae,2022-05-09 15:35:36.835000064+00:00,2022-05-09 17:53:02+00:00,LEMD,False,2335,359.377244,False,2022-05-09 00:00:00+00:00,2022-05-09 15:35:38+00:00,EDDF
4,DLH04P_5,2022-05-09 17:28:54+00:00,False,DLH04P,1225.0,1625.0,43.423279,5.234283,160.0,2880.0,775.490201,2022-05-09 17:00:00+00:00,3c6757,2022-05-09 17:28:53.820000+00:00,2022-05-09 18:49:50+00:00,LFML,False,1000,129.942751,False,2022-05-09 00:00:00+00:00,2022-05-09 17:28:47+00:00,EDDF
5,DLH073_7,2022-05-09 04:09:51+00:00,False,DLH073,-200.0,300.0,51.282898,6.758819,96.0,64.0,187.359986,2022-05-09 04:00:00+00:00,3c65c7,2022-05-09 04:09:50.043000064+00:00,2022-05-09 04:44:18+00:00,EDDL,False,1000,52.650651,False,2022-05-09 00:00:00+00:00,2022-05-09 04:09:51+00:00,EDDF
6,DLH1327_22,2022-05-09 01:51:49+00:00,False,DLH1327,36000.0,36350.0,39.320389,9.487291,423.0,0.0,1192.141832,2022-05-09 01:00:00+00:00,3c66ad,2022-05-09 01:51:47.448999936+00:00,2022-05-09 03:34:35+00:00,None,False,1000,347.706432,False,2022-05-09 00:00:00+00:00,2022-05-09 01:51:00+00:00,EDDF
7,DLH1331_23,2022-05-09 01:10:40+00:00,True,DLH1331,675.0,975.0,33.353631,-7.587363,179.0,2112.0,2274.745249,2022-05-09 01:00:00+00:00,3c65c6,2022-05-09 01:10:05.957999872+00:00,2022-05-09 04:25:26+00:00,GMMN,False,6430,344.098610,False,2022-05-09 00:00:00+00:00,2022-05-09 01:10:40+00:00,EDDF
8,DLH13W_24,2022-05-09 17:09:04+00:00,True,DLH13W,-200.0,200.0,41.290592,2.098526,105.0,64.0,1090.962537,2022-05-09 17:00:00+00:00,3c666a,2022-05-09 17:09:01.079000064+00:00,2022-05-09 19:02:10+00:00,LEBL,False,5577,245.871597,False,2022-05-09 00:00:00+00:00,2022-05-09 17:09:04+00:00,EDDF
9,DLH173_31,2022-05-09 05:20:33+00:00,False,DLH173,25.0,575.0,52.356138,13.513576,134.0,2624.0,432.591907,2022-05-09 05:00:00+00:00,3c65ca,2022-05-09 05:20:32.635000064+00:00,2022-05-09 06:12:24+00:00,EDDB,False,1000,68.993211,False,2022-05-09 00:00:00+00:00,2022-05-09 05:20:33+00:00,EDDF
10,DLH195_33,2022-05-09 14:46:48+00:00,True,DLH195,-125.0,325.0,52.351134,13.485659,88.0,64.0,430.718844,2022-05-09 14:00:00+00:00,3c65c6,2022-05-09 14:45:44.505000192+00:00,2022-05-09 15:40:55+00:00,EDDB,False,1000,68.682088,False,2022-05-09 00:00:00+00:00,2022-05-09 14:46:48+00:00,EDDF
11,DLH19Y_34,2022-05-09 08:36:02+00:00,False,DLH19Y,7300.0,7825.0,45.914565,5.061333,275.0,3712.0,524.827179,2022-05-09 08:00:00+00:00,3c6758,2022-05-09 08:35:53.019000064+00:00,2022-05-09 09:39:36+00:00,None,False,1000,351.428037,False,2022-05-09 00:00:00+00:00,2022-05-09 08:36:02+00:00,EDDF
12,DLH1HV_42,2022-05-09 06:45:31+00:00,True,DLH1HV,-100.0,NaN,51.287659,6.768914,151.0,1792.0,187.277353,2022-05-09 06:00:00+00:00,3c658d,2022-05-09 06:45:30.664000+00:00,2022-05-09 07:13:09+00:00,EDDL,False,1000,52.825745,False,2022-05-09 00:00:00+00:00,2022-05-09 06:45:31+00:00,EDDF
13,DLH1KR_44,2022-05-09 07:11:15+00:00,False,DLH1KR,1775.0,2250.0,48.365616,11.803049,141.0,2752.0,300.713715,2022-05-09 07:00:00+00:00,3c6541,2022-05-09 07:11:14.611000064+00:00,2022-05-09 07:53:23+00:00,EDDM,False,7317,82.673593,False,2022-05-09 00:00:00+00:00,2022-05-09 07:11:07+00:00,EDDF
14,DLH1PK_49,2022-05-09 14:38:04+00:00,False,DLH1PK,1100.0,1575.0,57.645401,12.264175,145.0,2432.0,880.881869,2022-05-09 14:00:00+00:00,3c6449,2022-05-09 14:38:03.728000+00:00,2022-05-09 16:00:29+00:00,ESGG,False,6672,206.211378,False,2022-05-09 00:00:00+00:00,2022-05-09 14:37:55+00:00,EDDF
15,DLH1P_48,2022-05-09 08:22:49+00:00,False,DLH1P,850.0,1350.0,50.103550,14.254688,96.0,192.0,408.092352,2022-05-09 08:00:00+00:00,3c6544,2022-05-09 08:22:38.232000+00:00,2022-05-09 09:18:16+00:00,LKPR,False,1000,126.511056,False,2022-05-09 00:00:00+00:00,2022-05-09 08:22:49+00:00,EDDF
16,DLH1Y_54,2022-05-09 18:19:03+00:00,False,DLH1Y,-100.0,275.0,50.909620,4.492798,107.0,64.0,302.119200,2022-05-09 18:00:00+00:00,3c5465,2022-05-09 18:18:58.008999936+00:00,2022-05-09 18:56:59+00:00,EBMB,False,1000,245.600564,False,2022-05-09 00:00:00+00:00,2022-05-09 18:19:03+00:00,EDDF
17,DLH201_56,2022-05-09 17:55:37+00:00,True,DLH201,-125.0,300.0,52.350808,13.488484,96.0,64.0,430.855480,2022-05-09 17:00:00+00:00,3c64ad,2022-05-09 17:54:57.051000064+00:00,2022-05-09 18:47:26+00:00,EDDB,False,1000,68.532349,False,2022-05-09 00:00:00+00:00,2022-05-09 17:55:37+00:00,EDDF
18,DLH28J_68,2022-05-09 16:43:56+00:00,False,DLH28J,900.0,1275.0,43.636871,1.358025,161.0,2816.0,894.588280,2022-05-09 16:00:00+00:00,3c6657,2022-05-09 16:43:55.658999808+00:00,2022-05-09 18:19:59+00:00,LFBO,False,1000,322.561428,False,2022-05-09 00:00:00+00:00,2022-05-09 16:43:33+00:00,EDDF
19,DLH2CX_73,2022-05-09 17:12:05+00:00,False,DLH2CX,-125.0,350.0,52.353624,13.502982,150.0,896.0,431.842007,2022-05-09 17:00:00+00:00,3c6495,2022-05-09 17:11:57.447000064+00:00,2022-05-09 18:05:55+00:00,EDDB,False,1000,68.907660,False,2022-05-09 00:00:00+00:00,2022-05-09 17:12:05+00:00,EDDF
20,DLH2EL_75,2022-05-09 08:00:25+00:00,False,DLH2EL,50.0,650.0,55.593750,12.605480,166.0,1664.0,676.078323,2022-05-09 08:00:00+00:00,3c6498,2022-05-09 08:00:24.851000064+00:00,2022-05-09 09:09:12+00:00,EKCH,False,746,222.064327,False,2022-05-09 00:00:00+00:00,2022-05-09 08:00:16+00:00,EDDF
21,DLH2J_76,2022-05-09 09:35:30+00:00,False,DLH2J,575.0,1050.0,49.022964,2.558617,147.0,2432.0,445.064657,2022-05-09 09:00:00+00:00,3c6444,2022-05-09 09:35:29.763000064+00:00,2022-05-09 10:25:15+00:00,LFPG,False,1000,86.496468,False,2022-05-09 00:00:00+00:00,2022-05-09 09:35:30+00:00,EDDF
