,flight_id,timestamp,onground,callsign,altitude,geoaltitude,latitude,longitude,groundspeed,vertical_rate,distance,hour,icao24,last_position,lastseen,origin,spi,squawk,track,alert,day,firstseen,destination
35,DLH423_140,2022-05-09 02:28:43+00:00,False,DLH423,36000.0,36850.0,50.24434235136388,-13.18173795133021,574.0,0.0,1541.4408432590078,2022-05-09 02:00:00+00:00,3c4ad9,2022-05-09 02:28:13.840000+00:00,2022-05-09 04:22:59+00:00,IE-0066,False,2005,78.84671998461306,False,2022-05-09 00:00:00+00:00,2022-05-08 22:14:11+00:00,EDDF
36,DLH433_146,2022-05-09 03:47:50+00:00,True,DLH433,1275.0,1300.0,41.96900707180217,-87.9201028513354,146.0,1600.0,6966.5266418185365,2022-05-09 03:00:00+00:00,3c64f8,2022-05-09 03:46:33.248000+00:00,2022-05-09 11:41:50+00:00,KORD,False,6264,83.7031812810156,False,2022-05-09 00:00:00+00:00,2022-05-09 03:47:50+00:00,EDDF
37,DLH445_152,2022-05-09 02:34:37+00:00,False,DLH445,35000.0,35900.0,50.27119445800781,-12.75794581363078,519.0,0.0,1511.197670278038,2022-05-09 02:00:00+00:00,3c6566,2022-05-09 02:34:34.157000192+00:00,2022-05-09 04:35:53+00:00,IE-0066,False,2006,78.99344627663771,False,2022-05-09 00:00:00+00:00,2022-05-08 20:18:08+00:00,EDDF
38,DLH479_167,2022-05-09 03:00:11+00:00,False,DLH479,38000.0,37975.0,53.89013671875,-14.29148646763389,501.0,0.0,1613.0113983764466,2022-05-09 03:00:00+00:00,3c64ec,2022-05-09 03:00:12.380000+00:00,2022-05-09 04:58:56+00:00,IE-0007,False,1144,105.0345200119894,False,2022-05-09 00:00:00+00:00,2022-05-08 22:09:45+00:00,EDDF
39,DLH4EC_180,2022-05-09 17:43:18+00:00,False,DLH4EC,275.0,525.0,41.80200091863082,12.24183548328488,151.0,2688.0,957.6070832060645,2022-05-09 17:00:00+00:00,3c66a9,2022-05-09 17:43:17.388000+00:00,2022-05-09 19:17:49+00:00,LIRF,False,1000,249.0442232693678,False,2022-05-09 00:00:00+00:00,2022-05-09 17:43:09+00:00,EDDF
40,DLH4H_182,2022-05-09 16:53:15+00:00,False,DLH4H,775.0,1050.0,51.47776794433594,-0.4747875316722912,132.0,2240.0,653.0636386054175,2022-05-09 16:00:00+00:00,3c65d9,2022-05-09 16:53:14.800000+00:00,2022-05-09 17:55:54+00:00,EGLL,False,7304,270.0,False,2022-05-09 00:00:00+00:00,2022-05-09 16:53:11+00:00,EDDF
41,DLH4PN_187,2022-05-09 12:03:58+00:00,False,DLH4PN,-175.0,175.0,52.35557556152344,13.51097106933594,150.0,832.0,432.41103645730954,2022-05-09 12:00:00+00:00,3c6641,2022-05-09 12:03:57.806999808+00:00,2022-05-09 12:54:24+00:00,EDDB,False,1000,68.05659382911506,False,2022-05-09 00:00:00+00:00,2022-05-09 12:03:56+00:00,EDDF
42,DLH4TV_190,2022-05-09 17:21:01+00:00,True,DLH4TV,200.0,575.0,47.43375778198242,19.24495697021484,96.0,64.0,835.4324595165252,2022-05-09 17:00:00+00:00,3c6543,2022-05-09 17:21:00.714999808+00:00,2022-05-09 18:45:17+00:00,LHBP,False,1000,311.6335393365702,False,2022-05-09 00:00:00+00:00,2022-05-09 17:21:01+00:00,EDDF
43,DLH51A_203,2022-05-09 17:43:18+00:00,False,DLH51A,13375.0,14200.0,43.77232438426907,-2.811257498604903,398.0,2112.0,1104.795169732882,2022-05-09 17:00:00+00:00,3c66a5,2022-05-09 17:43:17.530999808+00:00,2022-05-09 19:19:23+00:00,LEGV,False,1000,20.30312258560298,False,2022-05-09 00:00:00+00:00,2022-05-09 17:43:00+00:00,EDDF
44,DLH573_209,2022-05-09 02:10:51+00:00,False,DLH573,36000.0,36325.0,40.11039733886719,8.83489990234375,486.0,0.0,1102.245909710943,2022-05-09 02:00:00+00:00,3c4b33,2022-05-09 02:10:56.171000064+00:00,2022-05-09 03:41:17+00:00,IT-0365,False,1000,358.4677622171205,False,2022-05-09 00:00:00+00:00,2022-05-08 17:35:34+00:00,EDDF
45,DLH57Y_212,2022-05-09 14:37:31+00:00,False,DLH57Y,-200.0,200.0,41.2884521484375,2.0921630859375,121.0,64.0,1091.4025063394981,2022-05-09 14:00:00+00:00,3c6497,2022-05-09 14:37:28.996000+00:00,2022-05-09 16:27:23+00:00,LEBL,False,5571,245.5560452195834,False,2022-05-09 00:00:00+00:00,2022-05-09 14:37:31+00:00,EDDF
46,DLH591_216,2022-05-09 00:56:31+00:00,False,DLH591,36025.0,36525.0,34.55456232620498,26.51355743408203,458.0,0.0,2255.2725346525463,2022-05-09 00:00:00+00:00,3c6571,2022-05-09 00:56:29.946000128+00:00,2022-05-09 03:54:58+00:00,LGST,False,5016,335.3385066934268,False,2022-05-09 00:00:00+00:00,2022-05-09 00:56:23+00:00,EDDF
47,DLH595_217,2022-05-09 02:07:05+00:00,False,DLH595,40000.0,40375.0,39.59994506835938,8.850860595703125,450.0,0.0,1158.985774553351,2022-05-09 02:00:00+00:00,3c656e,2022-05-09 02:06:56.927000064+00:00,2022-05-09 03:42:26+00:00,IT-0240,False,1000,358.4724745577871,False,2022-05-09 00:00:00+00:00,2022-05-09 02:07:05+00:00,EDDF
48,DLH5CM_221,2022-05-09 17:15:21+00:00,False,DLH5CM,21275.0,21950.0,43.7956936076536,15.54650442940848,325.0,2240.0,872.6406818120784,2022-05-09 17:00:00+00:00,3c66aa,2022-05-09 17:15:20.904999936+00:00,2022-05-09 18:39:59+00:00,LDZD,False,1000,301.5382068401892,False,2022-05-09 00:00:00+00:00,2022-05-09 17:15:20+00:00,EDDF
49,DLH5HU_225,2022-05-09 05:23:18+00:00,False,DLH5HU,100.0,500.0,45.44503939353813,9.277083234089178,139.0,64.0,512.1977445741686,2022-05-09 05:00:00+00:00,3c66a1,2022-05-09 05:23:16.396000+00:00,2022-05-09 06:19:26+00:00,LIML,False,1000,355.8850909017627,False,2022-05-09 00:00:00+00:00,2022-05-09 05:23:18+00:00,EDDF
50,DLH5JT_226,2022-05-09 04:16:48+00:00,False,DLH5JT,-275.0,225.0,59.66093444824219,17.92181396484375,97.0,0.0,1224.9185042865631,2022-05-09 04:00:00+00:00,3c666c,2022-05-09 04:16:47.502000128+00:00,2022-05-09 06:09:57+00:00,ESSA,False,3524,190.1455444338963,False,2022-05-09 00:00:00+00:00,2022-05-09 04:16:48+00:00,EDDF
51,DLH5KV_229,2022-05-09 07:58:00+00:00,False,DLH5KV,1875.0,2325.0,60.16103970802436,11.10031127929688,155.0,1856.0,1137.6814162962726,2022-05-09 07:00:00+00:00,3c666f,2022-05-09 07:57:59.596000+00:00,2022-05-09 09:49:24+00:00,ENGM,False,3247,194.2158534736735,False,2022-05-09 00:00:00+00:00,2022-05-09 07:58:00+00:00,EDDF
52,DLH5MW_230,2022-05-09 09:56:34+00:00,True,DLH5MW,-250.0,325.0,52.35088348388672,13.48777770996094,142.0,1920.0,430.8209465008577,2022-05-09 09:00:00+00:00,3c65cc,2022-05-09 09:55:10.984000+00:00,2022-05-09 10:48:21+00:00,EDDB,False,1000,69.0202467972649,False,2022-05-09 00:00:00+00:00,2022-05-09 09:56:34+00:00,EDDF
53,DLH5RX_234,2022-05-09 08:32:51+00:00,False,DLH5RX,1450.0,1825.0,48.36591300317797,11.80820665861431,145.0,2816.0,300.98850529586605,2022-05-09 08:00:00+00:00,3c6757,2022-05-09 08:32:50.752000+00:00,2022-05-09 09:14:20+00:00,EDDM,False,1000,83.2670786731404,False,2022-05-09 00:00:00+00:00,2022-05-09 08:32:48+00:00,EDDF
54,DLH5U_237,2022-05-09 09:39:55+00:00,False,DLH5U,600.0,1075.0,51.46489547470868,-0.450439453125,140.0,2880.0,651.1415432604069,2022-05-09 09:00:00+00:00,3c6545,2022-05-09 09:39:54.917999872+00:00,2022-05-09 10:45:27+00:00,EGLL,False,531,89.59075139196507,False,2022-05-09 00:00:00+00:00,2022-05-09 09:39:54+00:00,EDDF
55,DLH631_246,2022-05-09 00:45:46+00:00,False,DLH631,38000.0,38300.0,41.31860248113082,34.12671869451349,442.0,0.0,2195.5655977583137,2022-05-09 00:00:00+00:00,3c656d,2022-05-09 00:45:45.617000192+00:00,2022-05-09 03:43:26+00:00,LTAL,False,3214,291.1027151033683,False,2022-05-09 00:00:00+00:00,2022-05-08 21:08:45+00:00,EDDF
56,DLH64M_251,2022-05-09 16:35:57+00:00,False,DLH64M,1275.0,1575.0,38.80398559570312,-9.123488716457189,177.0,1920.0,1867.5249811565752,2022-05-09 16:00:00+00:00,3c6678,2022-05-09 16:35:56.529999872+00:00,2022-05-09 19:07:58+00:00,LPPT,False,506,23.66647437779628,False,2022-05-09 00:00:00+00:00,2022-05-09 16:35:54+00:00,EDDF
57,DLH66K_252,2022-05-09 16:27:12+00:00,False,DLH66K,11100.0,11775.0,36.62132263183594,-4.233169555664062,288.0,2432.0,1806.7904167639506,2022-05-09 16:00:00+00:00,3c6672,2022-05-09 16:27:11.520000+00:00,2022-05-09 19:12:25+00:00,LEAX,False,1000,19.06454743133228,False,2022-05-09 00:00:00+00:00,2022-05-09 16:27:01+00:00,EDDF
58,DLH693_257,2022-05-09 01:16:40+00:00,False,DLH693,8475.0,8750.0,31.73295593261719,35.80573586856617,258.0,3264.0,3032.275198727377,2022-05-09 01:00:00+00:00,3c64a1,2022-05-09 01:16:39.540999936+00:00,2022-05-09 05:23:23+00:00,OJAI,False,5646,289.9831065219,False,2022-05-09 00:00:00+00:00,2022-05-09 01:16:36+00:00,EDDF
59,DLH6AN_259,2022-05-09 08:38:55+00:00,True,DLH6AN,-200.0,275.0,51.29272842407227,6.779473794473184,92.0,0.0,187.20292951837388,2022-05-09 08:00:00+00:00,3c674f,2022-05-09 08:38:53.742000128+00:00,2022-05-09 09:13:17+00:00,EDDL,False,1000,233.8806591505203,False,2022-05-09 00:00:00+00:00,2022-05-09 08:38:55+00:00,EDDF
60,DLH6AR_260,2022-05-09 05:45:25+00:00,False,DLH6AR,-350.0,200.0,53.62282445875265,9.972920137293196,108.0,64.0,411.59984079824994,2022-05-09 05:00:00+00:00,3c666b,2022-05-09 05:45:24.318000128+00:00,2022-05-09 06:40:27+00:00,EDDH,False,1360,50.26239539959512,False,2022-05-09 00:00:00+00:00,2022-05-09 05:45:25+00:00,EDDF
61,DLH6KK_266,2022-05-09 13:54:23+00:00,False,DLH6KK,1350.0,1700.0,44.52786254882812,11.32376534598214,165.0,1536.0,646.173987427694,2022-05-09 13:00:00+00:00,3c674e,2022-05-09 13:54:22.400999936+00:00,2022-05-09 15:03:59+00:00,LIPE,False,1000,81.28025349376269,False,2022-05-09 00:00:00+00:00,2022-05-09 13:54:11+00:00,EDDF
62,DLH6MM_270,2022-05-09 18:06:51+00:00,False,DLH6MM,1600.0,1975.0,48.36595955541578,11.80806210166529,139.0,2496.0,300.97695826664756,2022-05-09 18:00:00+00:00,3c6448,2022-05-09 18:06:50.901999872+00:00,2022-05-09 18:53:25+00:00,EDDM,False,1000,82.5685920288275,False,2022-05-09 00:00:00+00:00,2022-05-09 18:06:48+00:00,EDDF
63,DLH6PX_272,2022-05-09 17:47:41+00:00,True,DLH6PX,350.0,600.0,52.46232372219279,-1.75745936802457,152.0,1984.0,764.4904431839543,2022-05-09 17:00:00+00:00,3c666c,2022-05-09 17:47:19.742000128+00:00,2022-05-09 18:59:52+00:00,EGBB,False,3463,146.5186593448795,False,2022-05-09 00:00:00+00:00,2022-05-09 17:47:41+00:00,EDDF
64,DLH6VV_279,2022-05-09 06:35:03+00:00,False,DLH6VV,125.0,500.0,52.45408630371094,9.709701538085938,146.0,2880.0,281.8279949132422,2022-05-09 06:00:00+00:00,3c66a8,2022-05-09 06:35:03.980999936+00:00,2022-05-09 07:20:24+00:00,EDDV,False,1000,92.35329686610832,False,2022-05-09 00:00:00+00:00,2022-05-09 06:35:03+00:00,EDDF
